site_id,status,location_m,long,lat,long_TF,lat_TF,longitude,latitude,SoundExisting,SoundImpact,SoundNatural,NightBrightness
3,discontinued,gps,-77.26314900,38.75875200,TRUE,TRUE,-77.2631490,38.7587520,46.5763,11.8825,34.6938,2.243460
5,active,gps,-77.08712332,38.94932049,TRUE,TRUE,-77.0871233,38.9493205,53.1694,18.3193,34.8501,7.735110
15,resight-only,gps,-77.03804961,39.00970034,TRUE,TRUE,-77.0380496,39.0097003,48.7902,14.5927,34.1974,5.255840
17,discontinued,gps,-76.69493500,38.91189300,TRUE,TRUE,-76.6949350,38.9118930,45.2944,10.9580,34.3364,1.441440
19,discontinued,gps,-76.97725900,38.85669200,TRUE,TRUE,-76.9772590,38.8566920,55.7605,21.1327,34.6278,9.962310
23,discontinued,gps,-76.54745100,38.70187400,TRUE,TRUE,-76.5474510,38.7018740,43.4780,9.1880,34.2900,0.845767
26,discontinued,gps,-77.34451200,38.92377000,TRUE,TRUE,-77.3445120,38.9237700,47.3939,13.0821,34.3118,2.690080
27,discontinued,gps,-77.07441549,38.81048250,TRUE,TRUE,-77.0744155,38.8104825,51.3431,16.7533,34.5897,7.005660
32,active,gps,-77.12201000,38.87952000,TRUE,TRUE,-77.1220100,38.8795200,50.9857,16.2883,34.6973,6.555840
34,discontinued,gps,-77.05675000,38.98585600,TRUE,TRUE,-77.0567500,38.9858560,47.8150,13.2867,34.5282,5.103550
43,active,gps,-77.14392190,38.85101600,TRUE,TRUE,-77.1439219,38.8510160,49.6216,15.2719,34.3497,5.320880
45,discontinued,gps,-77.05318630,38.99400900,TRUE,TRUE,-77.0531863,38.9940090,49.5313,15.1358,34.3955,5.103550
47,discontinued,gps,-77.04083400,38.94006600,TRUE,TRUE,-77.0408340,38.9400660,54.9743,20.2186,34.7557,11.590900
49,discontinued,gps,-77.14316000,38.96936900,TRUE,TRUE,-77.1431600,38.9693690,48.2263,13.6114,34.6149,3.388750
50,active,gps,-76.95419000,39.00645000,TRUE,TRUE,-76.9541900,39.0064500,45.9032,11.3424,34.5607,4.684850
52,active,gps,-76.63943000,39.32939000,TRUE,TRUE,-76.6394300,39.3293900,52.8988,18.0956,34.8032,7.812480
53,resight-only,gps,-77.04004300,38.93557300,TRUE,TRUE,-77.0400430,38.9355730,56.1194,21.5329,34.5864,11.590900
56,active,gps,-76.46323000,39.11332100,TRUE,TRUE,-76.4632300,39.1133210,46.0486,11.1362,34.9124,1.252020
59,discontinued,gps,-77.00135000,38.97400700,TRUE,TRUE,-77.0013500,38.9740070,50.0869,15.5158,34.5711,7.148950
62,discontinued,gps,-77.35725000,38.91561400,TRUE,TRUE,-77.3572500,38.9156140,47.5531,13.3031,34.2500,2.405740
63,active,gps,-76.79460000,38.97406000,TRUE,TRUE,-76.7946000,38.9740600,46.9825,12.6141,34.3684,3.209460
67,resight-only,gps,-77.24935929,38.88850611,TRUE,TRUE,-77.2493593,38.8885061,47.5204,13.1708,34.3496,4.419310
71,resight-only,gps,-77.02159422,39.01339260,TRUE,TRUE,-77.0215942,39.0133926,47.5671,13.2981,34.2690,5.206360
73,discontinued,gps,-77.36724071,38.89278790,TRUE,TRUE,-77.3672407,38.8927879,47.1559,12.9721,34.1838,2.658690
76,discontinued,gps,-76.95266800,39.03227000,TRUE,TRUE,-76.9526680,39.0322700,48.1505,12.9320,35.2185,3.961390
77,discontinued,gps,-76.21154400,38.78193500,TRUE,TRUE,-76.2115440,38.7819350,41.6018,6.3604,35.2414,0.260737
85,active,gps,-77.01364000,38.97176000,TRUE,TRUE,-77.0136400,38.9717600,50.7930,16.0399,34.7530,7.576660
89,discontinued,gps,-76.93799300,38.93317400,TRUE,TRUE,-76.9379930,38.9331740,51.0859,15.4397,35.6462,7.161780
90,discontinued,gps,-76.72995734,38.95248685,TRUE,TRUE,-76.7299573,38.9524869,48.8375,14.3888,34.4486,3.331450
91,active,gps,-76.54495200,39.10526300,TRUE,TRUE,-76.5449520,39.1052630,48.1804,13.0450,35.1355,1.997680
94,active,gps,-77.00440000,38.97640000,TRUE,TRUE,-77.0044000,38.9764000,50.1116,15.5389,34.5727,7.148950
105,resight-only,gps,-76.62380000,39.37956300,TRUE,TRUE,-76.6238000,39.3795630,48.4339,13.8818,34.5521,4.824270
106,active,gps,-76.55691000,39.49158000,TRUE,TRUE,-76.5569100,39.4915800,44.2490,10.3350,33.9140,1.089810
109,discontinued,gps,-76.63159800,39.28609900,TRUE,TRUE,-76.6315980,39.2860990,56.2551,21.3774,34.8776,13.584800
111,discontinued,gps,-77.34458000,38.92374000,TRUE,TRUE,-77.3445800,38.9237400,47.3939,13.0821,34.3118,2.690080
121,discontinued,gps,-76.99834336,38.64303100,TRUE,TRUE,-76.9983434,38.6430310,45.8761,11.6642,34.2118,1.210360
122,active,gps,-77.00224000,38.88462000,TRUE,TRUE,-77.0022400,38.8846200,56.3281,21.5555,34.7726,14.609500
124,resight-only,gps,-76.54802000,39.12665800,TRUE,TRUE,-76.5480200,39.1266580,49.3933,14.6756,34.7177,2.412550
125,discontinued,gps,-76.87359800,39.00243500,TRUE,TRUE,-76.8735980,39.0024350,47.4971,12.5200,34.9770,4.283760
129,discontinued,gps,-77.03299584,39.05862300,TRUE,TRUE,-77.0329958,39.0586230,46.3793,12.0969,34.2824,3.771330
130,active,gps,-77.05334000,38.89977000,TRUE,TRUE,-77.0533400,38.8997700,56.3146,21.2390,35.0756,10.303700
131,active,gps,-76.48468000,38.96281000,TRUE,TRUE,-76.4846800,38.9628100,47.1430,11.3195,35.8235,2.321230
132,discontinued,gps,-77.10381800,39.04001700,TRUE,TRUE,-77.1038180,39.0400170,47.2693,12.6833,34.5860,4.830920
136,resight-only,gps,-76.95898000,39.00971000,TRUE,TRUE,-76.9589800,39.0097100,46.3228,11.7435,34.5793,4.684850
139,active,gps,-77.26441000,38.74159000,TRUE,TRUE,-77.2644100,38.7415900,46.5721,11.7903,34.7818,2.160980
141,resight-only,gps,-77.41811000,38.86515700,TRUE,TRUE,-77.4181100,38.8651570,47.3737,12.4865,34.8872,3.269270
145,discontinued,gps,-77.08536000,38.98244400,TRUE,TRUE,-77.0853600,38.9824440,46.9136,12.1929,34.7207,5.505720
148,resight-only,gps,-76.12497000,38.73248100,TRUE,TRUE,-76.1249700,38.7324810,39.3572,4.4011,34.9561,0.222279
150,discontinued,gps,-76.55973600,38.94883000,TRUE,TRUE,-76.5597360,38.9488300,47.9209,12.8335,35.0874,1.608590
151,discontinued,gps,-76.44398800,39.04011800,TRUE,TRUE,-76.4439880,39.0401180,46.2264,11.2275,34.9989,1.311470
154,resight-only,gps,-77.08751000,39.03449500,TRUE,TRUE,-77.0875100,39.0344950,48.1825,13.6463,34.5362,4.119710
155,discontinued,gps,-77.03213500,38.89792100,TRUE,TRUE,-77.0321350,38.8979210,56.2399,21.2163,35.0236,18.815400
157,discontinued,gps,-76.95434000,38.94221800,TRUE,TRUE,-76.9543400,38.9422180,51.0700,15.8926,35.1774,8.077860
159,active,gps,-76.75251289,38.96729695,TRUE,TRUE,-76.7525129,38.9672970,48.1971,13.8337,34.3633,2.767830
160,discontinued,gps,-77.06628747,38.79980511,TRUE,TRUE,-77.0662875,38.7998051,55.6921,20.4541,35.2380,7.045960
162,active,gps,-76.92866000,39.06249000,TRUE,TRUE,-76.9286600,39.0624900,47.8437,12.8718,34.9719,3.709060
163,discontinued,gps,-77.02290000,38.67584100,TRUE,TRUE,-77.0229000,38.6758410,45.4076,10.9779,34.4297,1.415590
165,active,gps,-77.02264000,39.01415000,TRUE,TRUE,-77.0226400,39.0141500,48.0203,13.6111,34.4092,4.419980
169,discontinued,gps,-77.22772768,38.99744600,TRUE,TRUE,-77.2277277,38.9974460,47.7153,13.7094,34.0059,2.245290
170,resight-only,gps,-77.01342900,38.96115700,TRUE,TRUE,-77.0134290,38.9611570,54.2720,19.4762,34.7959,9.744870
172,discontinued,gps,-76.58878500,39.39516200,TRUE,TRUE,-76.5887850,39.3951620,50.7450,16.0121,34.7329,5.030520
182,resight-only,gps,-77.17451000,39.29689200,TRUE,TRUE,-77.1745100,39.2968920,42.5727,8.8437,33.7289,0.778447
184,discontinued,gps,-77.12764182,38.83520428,TRUE,TRUE,-77.1276418,38.8352043,50.0562,15.9088,34.1474,6.088040
188,active,map,39.29815000,-76.58283000,FALSE,FALSE,-76.5828300,39.2981500,55.5457,20.5954,34.9503,10.500500
196,active,map,39.29131000,-76.59526000,FALSE,FALSE,-76.5952600,39.2913100,55.5754,20.4699,35.1055,12.671400
198,active,gps,-77.04761000,38.92008000,TRUE,TRUE,-77.0476100,38.9200800,56.0299,20.7857,35.2442,15.284900
199,discontinued,gps,-76.58241247,38.98628000,TRUE,TRUE,-76.5824125,38.9862800,48.2230,13.9003,34.3227,1.599820
203,active,map,39.30731000,-76.69542000,FALSE,FALSE,-76.6954200,39.3073100,46.6755,11.5901,35.0853,5.674810
208,discontinued,gps,-76.48298300,39.03820000,TRUE,TRUE,-76.4829830,39.0382000,47.3068,12.7396,34.5672,1.536490
209,resight-only,gps,-76.99381000,39.30942000,TRUE,TRUE,-76.9938100,39.3094200,43.7127,9.9482,33.7646,0.883772
213,active,gps,-76.84428000,39.15633000,TRUE,TRUE,-76.8442800,39.1563300,47.3639,12.8798,34.4841,3.144360
216,discontinued,gps,-76.83649900,39.32675400,TRUE,TRUE,-76.8364990,39.3267540,44.5796,10.9288,33.6507,1.685090
217,discontinued,gps,-76.78000627,39.26648100,TRUE,TRUE,-76.7800063,39.2664810,47.1199,12.6378,34.4821,3.113390
